Norm,Metric,Distance,Env,mean_episode_rewards,val_mean_episode_rewards,run
linf_norm,l2_dist,0.5718047022819519,Train,10,-5.5,playful-dragon-1288
l1_norm,l1_dist,1.4785151481628418,Valid,10,-5.5,playful-dragon-1288
l1_norm,l2_dist,2.1920063495635986,Valid,10,-5.5,playful-dragon-1288
l2_norm,l1_dist,0.968804657459259,Valid,10,-5.5,playful-dragon-1288
l2_norm,l2_dist,1.4378738403320312,Valid,10,-5.5,playful-dragon-1288
linf_norm,l1_dist,0.19652900099754333,Valid,10,-5.5,playful-dragon-1288
linf_norm,l2_dist,0.299075186252594,Valid,10,-5.5,playful-dragon-1288
l1_norm,l1_dist,1.2948877811431885,Train,10,-5.5,sage-fire-1289
l1_norm,l2_dist,3.3772828578948975,Train,10,-5.5,sage-fire-1289
l2_norm,l1_dist,0.7804415822029114,Train,10,-5.5,sage-fire-1289
l2_norm,l2_dist,1.276097297668457,Train,10,-5.5,sage-fire-1289
linf_norm,l1_dist,0.40163540840148926,Train,10,-5.5,sage-fire-1289
linf_norm,l2_dist,0.5718047022819519,Train,10,-5.5,sage-fire-1289
l1_norm,l1_dist,1.4785151481628418,Valid,10,-5.5,sage-fire-1289
l1_norm,l2_dist,2.1920063495635986,Valid,10,-5.5,sage-fire-1289
l2_norm,l1_dist,0.968804657459259,Valid,10,-5.5,sage-fire-1289
l2_norm,l2_dist,1.4378738403320312,Valid,10,-5.5,sage-fire-1289
linf_norm,l1_dist,0.19652900099754333,Valid,10,-5.5,sage-fire-1289
linf_norm,l2_dist,0.299075186252594,Valid,10,-5.5,sage-fire-1289
l1_norm,l1_dist,1.1836886405944824,Train,10,10.0,dashing-sun-1290
l1_norm,l2_dist,2.7721056938171387,Train,10,10.0,dashing-sun-1290
l2_norm,l1_dist,0.7727893590927124,Train,10,10.0,dashing-sun-1290
l2_norm,l2_dist,1.2454193830490112,Train,10,10.0,dashing-sun-1290
linf_norm,l1_dist,0.4839087128639221,Train,10,10.0,dashing-sun-1290
linf_norm,l2_dist,0.678747832775116,Train,10,10.0,dashing-sun-1290
l1_norm,l1_dist,1.4414608478546143,Valid,10,10.0,dashing-sun-1290
l1_norm,l2_dist,2.0823323726654053,Valid,10,10.0,dashing-sun-1290
l2_norm,l1_dist,0.9170404076576233,Valid,10,10.0,dashing-sun-1290
l2_norm,l2_dist,1.3305944204330444,Valid,10,10.0,dashing-sun-1290
linf_norm,l1_dist,0.20268654823303223,Valid,10,10.0,dashing-sun-1290
linf_norm,l2_dist,0.301506370306015,Valid,10,10.0,dashing-sun-1290
l1_norm,l1_dist,1.567726731300354,Train,10,10.0,prime-galaxy-1291
l1_norm,l2_dist,5.457406044006348,Train,10,10.0,prime-galaxy-1291
l2_norm,l1_dist,0.782289445400238,Train,10,10.0,prime-galaxy-1291
l2_norm,l2_dist,1.3374513387680054,Train,10,10.0,prime-galaxy-1291
linf_norm,l1_dist,0.3579491376876831,Train,10,10.0,prime-galaxy-1291
linf_norm,l2_dist,0.5144203305244446,Train,10,10.0,prime-galaxy-1291
l1_norm,l1_dist,1.3743929862976074,Valid,10,10.0,prime-galaxy-1291
l1_norm,l2_dist,1.9846466779708862,Valid,10,10.0,prime-galaxy-1291
l2_norm,l1_dist,0.8725465536117554,Valid,10,10.0,prime-galaxy-1291
l2_norm,l2_dist,1.2746784687042236,Valid,10,10.0,prime-galaxy-1291
linf_norm,l1_dist,0.18488146364688873,Valid,10,10.0,prime-galaxy-1291
linf_norm,l2_dist,0.27573415637016296,Valid,10,10.0,prime-galaxy-1291
l1_norm,l1_dist,1.8951555490493774,Train,10,8.5,hopeful-frost-1292
l1_norm,l2_dist,5.561526775360107,Train,10,8.5,hopeful-frost-1292
l2_norm,l1_dist,0.8536398410797119,Train,10,8.5,hopeful-frost-1292
l2_norm,l2_dist,1.3882856369018555,Train,10,8.5,hopeful-frost-1292
linf_norm,l1_dist,0.40514498949050903,Train,10,8.5,hopeful-frost-1292
linf_norm,l2_dist,0.5734369158744812,Train,10,8.5,hopeful-frost-1292
l1_norm,l1_dist,1.3919168710708618,Valid,10,8.5,hopeful-frost-1292
l1_norm,l2_dist,2.000917673110962,Valid,10,8.5,hopeful-frost-1292
l2_norm,l1_dist,0.8980484008789062,Valid,10,8.5,hopeful-frost-1292
l2_norm,l2_dist,1.299918532371521,Valid,10,8.5,hopeful-frost-1292
linf_norm,l1_dist,0.2034725844860077,Valid,10,8.5,hopeful-frost-1292
linf_norm,l2_dist,0.30461156368255615,Valid,10,8.5,hopeful-frost-1292
l1_norm,l1_dist,1.2948684692382812,Train,10,-5.5,confused-pyramid-1293
l1_norm,l2_dist,3.3772666454315186,Train,10,-5.5,confused-pyramid-1293
l2_norm,l1_dist,0.7803782224655151,Train,10,-5.5,confused-pyramid-1293
l2_norm,l2_dist,1.2760764360427856,Train,10,-5.5,confused-pyramid-1293
linf_norm,l1_dist,0.39981621503829956,Train,10,-5.5,confused-pyramid-1293
linf_norm,l2_dist,0.5691894292831421,Train,10,-5.5,confused-pyramid-1293
l1_norm,l1_dist,1.4783451557159424,Valid,10,-5.5,confused-pyramid-1293
l1_norm,l2_dist,2.192091941833496,Valid,10,-5.5,confused-pyramid-1293
l2_norm,l1_dist,0.9688249826431274,Valid,10,-5.5,confused-pyramid-1293
l2_norm,l2_dist,1.4381358623504639,Valid,10,-5.5,confused-pyramid-1293
linf_norm,l1_dist,0.19634568691253662,Valid,10,-5.5,confused-pyramid-1293
linf_norm,l2_dist,0.29882171750068665,Valid,10,-5.5,confused-pyramid-1293
l1_norm,l1_dist,1.5870347023010254,Train,10,0.0,soft-wildflower-1294
l1_norm,l2_dist,4.389382839202881,Train,10,0.0,soft-wildflower-1294
l2_norm,l1_dist,0.8313037157058716,Train,10,0.0,soft-wildflower-1294
l2_norm,l2_dist,1.3511189222335815,Train,10,0.0,soft-wildflower-1294
linf_norm,l1_dist,0.44692426919937134,Train,10,0.0,soft-wildflower-1294
linf_norm,l2_dist,0.6291890144348145,Train,10,0.0,soft-wildflower-1294
l1_norm,l1_dist,1.5038282871246338,Valid,10,0.0,soft-wildflower-1294
l1_norm,l2_dist,2.192822217941284,Valid,10,0.0,soft-wildflower-1294
l2_norm,l1_dist,0.958172082901001,Valid,10,0.0,soft-wildflower-1294
l2_norm,l2_dist,1.4043381214141846,Valid,10,0.0,soft-wildflower-1294
linf_norm,l1_dist,0.21084612607955933,Valid,10,0.0,soft-wildflower-1294
linf_norm,l2_dist,0.3163461685180664,Valid,10,0.0,soft-wildflower-1294
l1_norm,l1_dist,1.295132040977478,Train,10,-5.5,daily-water-1295
l1_norm,l2_dist,3.3756284713745117,Train,10,-5.5,daily-water-1295
l2_norm,l1_dist,0.7821806073188782,Train,10,-5.5,daily-water-1295
l2_norm,l2_dist,1.2755732536315918,Train,10,-5.5,daily-water-1295
linf_norm,l1_dist,0.4138779044151306,Train,10,-5.5,daily-water-1295
linf_norm,l2_dist,0.5877888202667236,Train,10,-5.5,daily-water-1295
l1_norm,l1_dist,1.481543779373169,Valid,10,-5.5,daily-water-1295
l1_norm,l2_dist,2.197997570037842,Valid,10,-5.5,daily-water-1295
l2_norm,l1_dist,0.9710397720336914,Valid,10,-5.5,daily-water-1295
l2_norm,l2_dist,1.4425195455551147,Valid,10,-5.5,daily-water-1295
linf_norm,l1_dist,0.19522665441036224,Valid,10,-5.5,daily-water-1295
linf_norm,l2_dist,0.2972511649131775,Valid,10,-5.5,daily-water-1295
l1_norm,l1_dist,1.8952867984771729,Train,10,9.5,eternal-water-1296
l1_norm,l2_dist,5.5522589683532715,Train,10,9.5,eternal-water-1296
l2_norm,l1_dist,0.8544001579284668,Train,10,9.5,eternal-water-1296
l2_norm,l2_dist,1.3883295059204102,Train,10,9.5,eternal-water-1296
linf_norm,l1_dist,0.4127996265888214,Train,10,9.5,eternal-water-1296
linf_norm,l2_dist,0.5838608741760254,Train,10,9.5,eternal-water-1296
l1_norm,l1_dist,1.3883023262023926,Valid,10,9.5,eternal-water-1296
l1_norm,l2_dist,1.9907349348068237,Valid,10,9.5,eternal-water-1296
l2_norm,l1_dist,0.8948737978935242,Valid,10,9.5,eternal-water-1296
l2_norm,l2_dist,1.2935513257980347,Valid,10,9.5,eternal-water-1296
linf_norm,l1_dist,0.20283734798431396,Valid,10,9.5,eternal-water-1296
linf_norm,l2_dist,0.30304962396621704,Valid,10,9.5,eternal-water-1296
l1_norm,l1_dist,1.5867582559585571,Train,10,0.0,fast-planet-1297
l1_norm,l2_dist,4.3892412185668945,Train,10,0.0,fast-planet-1297
l2_norm,l1_dist,0.8312416076660156,Train,10,0.0,fast-planet-1297
l2_norm,l2_dist,1.3510757684707642,Train,10,0.0,fast-planet-1297
linf_norm,l1_dist,0.4484363794326782,Train,10,0.0,fast-planet-1297
linf_norm,l2_dist,0.6311900019645691,Train,10,0.0,fast-planet-1297
l1_norm,l1_dist,1.5036842823028564,Valid,10,0.0,fast-planet-1297
l1_norm,l2_dist,2.192694902420044,Valid,10,0.0,fast-planet-1297
l2_norm,l1_dist,0.9581232070922852,Valid,10,0.0,fast-planet-1297
l2_norm,l2_dist,1.4043127298355103,Valid,10,0.0,fast-planet-1297
linf_norm,l1_dist,0.21081344783306122,Valid,10,0.0,fast-planet-1297
linf_norm,l2_dist,0.316305547952652,Valid,10,0.0,fast-planet-1297
l1_norm,l1_dist,1.8952867984771729,Train,10,9.5,vocal-surf-1298
l1_norm,l2_dist,5.5522589683532715,Train,10,9.5,vocal-surf-1298
l2_norm,l1_dist,0.8544001579284668,Train,10,9.5,vocal-surf-1298
l2_norm,l2_dist,1.3883295059204102,Train,10,9.5,vocal-surf-1298
linf_norm,l1_dist,0.4127996265888214,Train,10,9.5,vocal-surf-1298
linf_norm,l2_dist,0.5838608741760254,Train,10,9.5,vocal-surf-1298
l1_norm,l1_dist,1.3883023262023926,Valid,10,9.5,vocal-surf-1298
l1_norm,l2_dist,1.9907349348068237,Valid,10,9.5,vocal-surf-1298
l2_norm,l1_dist,0.8948737978935242,Valid,10,9.5,vocal-surf-1298
l2_norm,l2_dist,1.2935513257980347,Valid,10,9.5,vocal-surf-1298
linf_norm,l1_dist,0.20283734798431396,Valid,10,9.5,vocal-surf-1298
linf_norm,l2_dist,0.30304962396621704,Valid,10,9.5,vocal-surf-1298
l1_norm,l1_dist,1.5870347023010254,Train,10,0.0,glamorous-lake-1299
l1_norm,l2_dist,4.389382839202881,Train,10,0.0,glamorous-lake-1299
l2_norm,l1_dist,0.8313037157058716,Train,10,0.0,glamorous-lake-1299
l2_norm,l2_dist,1.3511189222335815,Train,10,0.0,glamorous-lake-1299
linf_norm,l1_dist,0.44692426919937134,Train,10,0.0,glamorous-lake-1299
linf_norm,l2_dist,0.6291890144348145,Train,10,0.0,glamorous-lake-1299
l1_norm,l1_dist,1.5038282871246338,Valid,10,0.0,glamorous-lake-1299
l1_norm,l2_dist,2.192822217941284,Valid,10,0.0,glamorous-lake-1299
l2_norm,l1_dist,0.958172082901001,Valid,10,0.0,glamorous-lake-1299
l2_norm,l2_dist,1.4043381214141846,Valid,10,0.0,glamorous-lake-1299
linf_norm,l1_dist,0.21084612607955933,Valid,10,0.0,glamorous-lake-1299
linf_norm,l2_dist,0.3163461685180664,Valid,10,0.0,glamorous-lake-1299
l1_norm,l1_dist,1.8949779272079468,Train,10,9.5,dazzling-sound-1300
l1_norm,l2_dist,5.561616897583008,Train,10,9.5,dazzling-sound-1300
l2_norm,l1_dist,0.8532534837722778,Train,10,9.5,dazzling-sound-1300
l2_norm,l2_dist,1.3882720470428467,Train,10,9.5,dazzling-sound-1300
linf_norm,l1_dist,0.4002368450164795,Train,10,9.5,dazzling-sound-1300
linf_norm,l2_dist,0.5667113661766052,Train,10,9.5,dazzling-sound-1300
l1_norm,l1_dist,1.3871171474456787,Valid,10,9.5,dazzling-sound-1300
l1_norm,l2_dist,1.9895697832107544,Valid,10,9.5,dazzling-sound-1300
l2_norm,l1_dist,0.8944774270057678,Valid,10,9.5,dazzling-sound-1300
l2_norm,l2_dist,1.2931560277938843,Valid,10,9.5,dazzling-sound-1300
linf_norm,l1_dist,0.20293283462524414,Valid,10,9.5,dazzling-sound-1300
linf_norm,l2_dist,0.30325955152511597,Valid,10,9.5,dazzling-sound-1300
l1_norm,l1_dist,1.295132040977478,Train,10,-5.5,summer-leaf-1301
l1_norm,l2_dist,3.3756284713745117,Train,10,-5.5,summer-leaf-1301
l2_norm,l1_dist,0.7821806073188782,Train,10,-5.5,summer-leaf-1301
l2_norm,l2_dist,1.2755732536315918,Train,10,-5.5,summer-leaf-1301
linf_norm,l1_dist,0.4138779044151306,Train,10,-5.5,summer-leaf-1301
linf_norm,l2_dist,0.5877888202667236,Train,10,-5.5,summer-leaf-1301
l1_norm,l1_dist,1.481543779373169,Valid,10,-5.5,summer-leaf-1301
l1_norm,l2_dist,2.197997570037842,Valid,10,-5.5,summer-leaf-1301
l2_norm,l1_dist,0.9710397720336914,Valid,10,-5.5,summer-leaf-1301
l2_norm,l2_dist,1.4425195455551147,Valid,10,-5.5,summer-leaf-1301
linf_norm,l1_dist,0.19522665441036224,Valid,10,-5.5,summer-leaf-1301
linf_norm,l2_dist,0.2972511649131775,Valid,10,-5.5,summer-leaf-1301
l1_norm,l1_dist,1.2948684692382812,Train,10,-5.5,whole-brook-1302
l1_norm,l2_dist,3.3772666454315186,Train,10,-5.5,whole-brook-1302
l2_norm,l1_dist,0.7803782224655151,Train,10,-5.5,whole-brook-1302
l2_norm,l2_dist,1.2760764360427856,Train,10,-5.5,whole-brook-1302
linf_norm,l1_dist,0.39981621503829956,Train,10,-5.5,whole-brook-1302
linf_norm,l2_dist,0.5691894292831421,Train,10,-5.5,whole-brook-1302
l1_norm,l1_dist,1.4783451557159424,Valid,10,-5.5,whole-brook-1302
l1_norm,l2_dist,2.192091941833496,Valid,10,-5.5,whole-brook-1302
l2_norm,l1_dist,0.9688249826431274,Valid,10,-5.5,whole-brook-1302
l2_norm,l2_dist,1.4381358623504639,Valid,10,-5.5,whole-brook-1302
linf_norm,l1_dist,0.19634568691253662,Valid,10,-5.5,whole-brook-1302
linf_norm,l2_dist,0.29882171750068665,Valid,10,-5.5,whole-brook-1302
l1_norm,l1_dist,1.89479398727417,Train,10,9.5,stilted-sunset-1303
l1_norm,l2_dist,5.561153411865234,Train,10,9.5,stilted-sunset-1303
l2_norm,l1_dist,0.8536211252212524,Train,10,9.5,stilted-sunset-1303
l2_norm,l2_dist,1.3881452083587646,Train,10,9.5,stilted-sunset-1303
linf_norm,l1_dist,0.40249425172805786,Train,10,9.5,stilted-sunset-1303
linf_norm,l2_dist,0.569493293762207,Train,10,9.5,stilted-sunset-1303
l1_norm,l1_dist,1.384568214416504,Valid,10,9.5,stilted-sunset-1303
l1_norm,l2_dist,1.9844493865966797,Valid,10,9.5,stilted-sunset-1303
l2_norm,l1_dist,0.892328679561615,Valid,10,9.5,stilted-sunset-1303
l2_norm,l2_dist,1.2902064323425293,Valid,10,9.5,stilted-sunset-1303
linf_norm,l1_dist,0.2022453248500824,Valid,10,9.5,stilted-sunset-1303
linf_norm,l2_dist,0.30209076404571533,Valid,10,9.5,stilted-sunset-1303
l1_norm,l1_dist,1.8951555490493774,Train,10,8.5,dulcet-hill-1304
l1_norm,l2_dist,5.561526775360107,Train,10,8.5,dulcet-hill-1304
l2_norm,l1_dist,0.8536398410797119,Train,10,8.5,dulcet-hill-1304
l2_norm,l2_dist,1.3882856369018555,Train,10,8.5,dulcet-hill-1304
linf_norm,l1_dist,0.40514498949050903,Train,10,8.5,dulcet-hill-1304
linf_norm,l2_dist,0.5734369158744812,Train,10,8.5,dulcet-hill-1304
l1_norm,l1_dist,1.3919168710708618,Valid,10,8.5,dulcet-hill-1304
l1_norm,l2_dist,2.000917673110962,Valid,10,8.5,dulcet-hill-1304
l2_norm,l1_dist,0.8980484008789062,Valid,10,8.5,dulcet-hill-1304
l2_norm,l2_dist,1.299918532371521,Valid,10,8.5,dulcet-hill-1304
linf_norm,l1_dist,0.2034725844860077,Valid,10,8.5,dulcet-hill-1304
linf_norm,l2_dist,0.30461156368255615,Valid,10,8.5,dulcet-hill-1304
l1_norm,l1_dist,1.2952485084533691,Train,10,-5.5,cerulean-fog-1305
l1_norm,l2_dist,3.3768112659454346,Train,10,-5.5,cerulean-fog-1305
l2_norm,l1_dist,0.7808552384376526,Train,10,-5.5,cerulean-fog-1305
l2_norm,l2_dist,1.2758703231811523,Train,10,-5.5,cerulean-fog-1305
linf_norm,l1_dist,0.40303224325180054,Train,10,-5.5,cerulean-fog-1305
linf_norm,l2_dist,0.5734720826148987,Train,10,-5.5,cerulean-fog-1305
l1_norm,l1_dist,1.4794490337371826,Valid,10,-5.5,cerulean-fog-1305
l1_norm,l2_dist,2.1938109397888184,Valid,10,-5.5,cerulean-fog-1305
l2_norm,l1_dist,0.9694758653640747,Valid,10,-5.5,cerulean-fog-1305
l2_norm,l2_dist,1.4392483234405518,Valid,10,-5.5,cerulean-fog-1305
linf_norm,l1_dist,0.196234330534935,Valid,10,-5.5,cerulean-fog-1305
linf_norm,l2_dist,0.2986912131309509,Valid,10,-5.5,cerulean-fog-1305
l1_norm,l1_dist,1.295198678970337,Train,10,-5.5,still-jazz-1306
l1_norm,l2_dist,3.3758270740509033,Train,10,-5.5,still-jazz-1306
l2_norm,l1_dist,0.7819396257400513,Train,10,-5.5,still-jazz-1306
l2_norm,l2_dist,1.2756080627441406,Train,10,-5.5,still-jazz-1306
linf_norm,l1_dist,0.4112689197063446,Train,10,-5.5,still-jazz-1306
linf_norm,l2_dist,0.5844016671180725,Train,10,-5.5,still-jazz-1306
l1_norm,l1_dist,1.4809280633926392,Valid,10,-5.5,still-jazz-1306
l1_norm,l2_dist,2.1970012187957764,Valid,10,-5.5,still-jazz-1306
l2_norm,l1_dist,0.9706661701202393,Valid,10,-5.5,still-jazz-1306
l2_norm,l2_dist,1.4418569803237915,Valid,10,-5.5,still-jazz-1306
linf_norm,l1_dist,0.19536978006362915,Valid,10,-5.5,still-jazz-1306
linf_norm,l2_dist,0.29745808243751526,Valid,10,-5.5,still-jazz-1306
l1_norm,l1_dist,1.89479398727417,Train,10,9.5,solar-puddle-1307
l1_norm,l2_dist,5.561153411865234,Train,10,9.5,solar-puddle-1307
l2_norm,l1_dist,0.8536211252212524,Train,10,9.5,solar-puddle-1307
l2_norm,l2_dist,1.3881452083587646,Train,10,9.5,solar-puddle-1307
linf_norm,l1_dist,0.40249425172805786,Train,10,9.5,solar-puddle-1307
linf_norm,l2_dist,0.569493293762207,Train,10,9.5,solar-puddle-1307
l1_norm,l1_dist,1.384568214416504,Valid,10,9.5,solar-puddle-1307
l1_norm,l2_dist,1.9844493865966797,Valid,10,9.5,solar-puddle-1307
l2_norm,l1_dist,0.892328679561615,Valid,10,9.5,solar-puddle-1307
l2_norm,l2_dist,1.2902064323425293,Valid,10,9.5,solar-puddle-1307
linf_norm,l1_dist,0.2022453248500824,Valid,10,9.5,solar-puddle-1307
linf_norm,l2_dist,0.30209076404571533,Valid,10,9.5,solar-puddle-1307
l1_norm,l1_dist,1.5680232048034668,Train,10,10.0,gallant-wood-1308
l1_norm,l2_dist,5.458045482635498,Train,10,10.0,gallant-wood-1308
l2_norm,l1_dist,0.7803440093994141,Train,10,10.0,gallant-wood-1308
l2_norm,l2_dist,1.3374390602111816,Train,10,10.0,gallant-wood-1308
linf_norm,l1_dist,0.3488577902317047,Train,10,10.0,gallant-wood-1308
linf_norm,l2_dist,0.5025434494018555,Train,10,10.0,gallant-wood-1308
l1_norm,l1_dist,1.3764655590057373,Valid,10,10.0,gallant-wood-1308
l1_norm,l2_dist,1.9877707958221436,Valid,10,10.0,gallant-wood-1308
l2_norm,l1_dist,0.8735650777816772,Valid,10,10.0,gallant-wood-1308
l2_norm,l2_dist,1.2762172222137451,Valid,10,10.0,gallant-wood-1308
linf_norm,l1_dist,0.18501073122024536,Valid,10,10.0,gallant-wood-1308
linf_norm,l2_dist,0.27577364444732666,Valid,10,10.0,gallant-wood-1308
l1_norm,l1_dist,1.2948877811431885,Train,10,-5.5,robust-lion-1309
l1_norm,l2_dist,3.3772828578948975,Train,10,-5.5,robust-lion-1309
l2_norm,l1_dist,0.7804415822029114,Train,10,-5.5,robust-lion-1309
l2_norm,l2_dist,1.276097297668457,Train,10,-5.5,robust-lion-1309
linf_norm,l1_dist,0.40163540840148926,Train,10,-5.5,robust-lion-1309
linf_norm,l2_dist,0.5718047022819519,Train,10,-5.5,robust-lion-1309
l1_norm,l1_dist,1.4785151481628418,Valid,10,-5.5,robust-lion-1309
l1_norm,l2_dist,2.1920063495635986,Valid,10,-5.5,robust-lion-1309
l2_norm,l1_dist,0.968804657459259,Valid,10,-5.5,robust-lion-1309
l2_norm,l2_dist,1.4378738403320312,Valid,10,-5.5,robust-lion-1309
linf_norm,l1_dist,0.19652900099754333,Valid,10,-5.5,robust-lion-1309
linf_norm,l2_dist,0.299075186252594,Valid,10,-5.5,robust-lion-1309
l1_norm,l1_dist,1.1836886405944824,Train,10,10.0,hearty-planet-1310
l1_norm,l2_dist,2.7721056938171387,Train,10,10.0,hearty-planet-1310
l2_norm,l1_dist,0.7727893590927124,Train,10,10.0,hearty-planet-1310
l2_norm,l2_dist,1.2454193830490112,Train,10,10.0,hearty-planet-1310
linf_norm,l1_dist,0.4839087128639221,Train,10,10.0,hearty-planet-1310
linf_norm,l2_dist,0.678747832775116,Train,10,10.0,hearty-planet-1310
l1_norm,l1_dist,1.4414608478546143,Valid,10,10.0,hearty-planet-1310
l1_norm,l2_dist,2.0823323726654053,Valid,10,10.0,hearty-planet-1310
l2_norm,l1_dist,0.9170404076576233,Valid,10,10.0,hearty-planet-1310
l2_norm,l2_dist,1.3305944204330444,Valid,10,10.0,hearty-planet-1310
linf_norm,l1_dist,0.20268654823303223,Valid,10,10.0,hearty-planet-1310
linf_norm,l2_dist,0.301506370306015,Valid,10,10.0,hearty-planet-1310
l1_norm,l1_dist,1.5680232048034668,Train,10,10.0,autumn-eon-1311
l1_norm,l2_dist,5.458045482635498,Train,10,10.0,autumn-eon-1311
l2_norm,l1_dist,0.7803440093994141,Train,10,10.0,autumn-eon-1311
l2_norm,l2_dist,1.3374390602111816,Train,10,10.0,autumn-eon-1311
linf_norm,l1_dist,0.3488577902317047,Train,10,10.0,autumn-eon-1311
linf_norm,l2_dist,0.5025434494018555,Train,10,10.0,autumn-eon-1311
l1_norm,l1_dist,1.3764655590057373,Valid,10,10.0,autumn-eon-1311
l1_norm,l2_dist,1.9877707958221436,Valid,10,10.0,autumn-eon-1311
l2_norm,l1_dist,0.8735650777816772,Valid,10,10.0,autumn-eon-1311
l2_norm,l2_dist,1.2762172222137451,Valid,10,10.0,autumn-eon-1311
linf_norm,l1_dist,0.18501073122024536,Valid,10,10.0,autumn-eon-1311
linf_norm,l2_dist,0.27577364444732666,Valid,10,10.0,autumn-eon-1311
l1_norm,l1_dist,1.1838570833206177,Train,10,10.0,hopeful-paper-1312
l1_norm,l2_dist,2.7718636989593506,Train,10,10.0,hopeful-paper-1312
l2_norm,l1_dist,0.7728123068809509,Train,10,10.0,hopeful-paper-1312
l2_norm,l2_dist,1.2452434301376343,Train,10,10.0,hopeful-paper-1312
linf_norm,l1_dist,0.47770988941192627,Train,10,10.0,hopeful-paper-1312
linf_norm,l2_dist,0.6703222990036011,Train,10,10.0,hopeful-paper-1312
l1_norm,l1_dist,1.4412431716918945,Valid,10,10.0,hopeful-paper-1312
l1_norm,l2_dist,2.0812485218048096,Valid,10,10.0,hopeful-paper-1312
l2_norm,l1_dist,0.9165505766868591,Valid,10,10.0,hopeful-paper-1312
l2_norm,l2_dist,1.3298540115356445,Valid,10,10.0,hopeful-paper-1312
linf_norm,l1_dist,0.20243118703365326,Valid,10,10.0,hopeful-paper-1312
linf_norm,l2_dist,0.3010313808917999,Valid,10,10.0,hopeful-paper-1312
l1_norm,l1_dist,1.567726731300354,Train,10,10.0,skilled-moon-1313
l1_norm,l2_dist,5.457406044006348,Train,10,10.0,skilled-moon-1313
l2_norm,l1_dist,0.782289445400238,Train,10,10.0,skilled-moon-1313
l2_norm,l2_dist,1.3374513387680054,Train,10,10.0,skilled-moon-1313
linf_norm,l1_dist,0.3579491376876831,Train,10,10.0,skilled-moon-1313
linf_norm,l2_dist,0.5144203305244446,Train,10,10.0,skilled-moon-1313
l1_norm,l1_dist,1.3743929862976074,Valid,10,10.0,skilled-moon-1313
l1_norm,l2_dist,1.9846466779708862,Valid,10,10.0,skilled-moon-1313
l2_norm,l1_dist,0.8725465536117554,Valid,10,10.0,skilled-moon-1313
l2_norm,l2_dist,1.2746784687042236,Valid,10,10.0,skilled-moon-1313
linf_norm,l1_dist,0.18488146364688873,Valid,10,10.0,skilled-moon-1313
linf_norm,l2_dist,0.27573415637016296,Valid,10,10.0,skilled-moon-1313
l1_norm,l1_dist,1.1837685108184814,Train,10,10.0,likely-vortex-1314
l1_norm,l2_dist,2.7718265056610107,Train,10,10.0,likely-vortex-1314
l2_norm,l1_dist,0.7727359533309937,Train,10,10.0,likely-vortex-1314
l2_norm,l2_dist,1.2452173233032227,Train,10,10.0,likely-vortex-1314
linf_norm,l1_dist,0.4790806770324707,Train,10,10.0,likely-vortex-1314
linf_norm,l2_dist,0.6721780896186829,Train,10,10.0,likely-vortex-1314
l1_norm,l1_dist,1.4410828351974487,Valid,10,10.0,likely-vortex-1314
l1_norm,l2_dist,2.0794765949249268,Valid,10,10.0,likely-vortex-1314
l2_norm,l1_dist,0.9158249497413635,Valid,10,10.0,likely-vortex-1314
l2_norm,l2_dist,1.3285279273986816,Valid,10,10.0,likely-vortex-1314
linf_norm,l1_dist,0.20227113366127014,Valid,10,10.0,likely-vortex-1314
linf_norm,l2_dist,0.30065038800239563,Valid,10,10.0,likely-vortex-1314
l1_norm,l1_dist,1.5867582559585571,Train,10,0.0,comic-wildflower-1315
l1_norm,l2_dist,4.3892412185668945,Train,10,0.0,comic-wildflower-1315
l2_norm,l1_dist,0.8312416076660156,Train,10,0.0,comic-wildflower-1315
l2_norm,l2_dist,1.3510757684707642,Train,10,0.0,comic-wildflower-1315
linf_norm,l1_dist,0.4484363794326782,Train,10,0.0,comic-wildflower-1315
linf_norm,l2_dist,0.6311900019645691,Train,10,0.0,comic-wildflower-1315
l1_norm,l1_dist,1.5036842823028564,Valid,10,0.0,comic-wildflower-1315
l1_norm,l2_dist,2.192694902420044,Valid,10,0.0,comic-wildflower-1315
l2_norm,l1_dist,0.9581232070922852,Valid,10,0.0,comic-wildflower-1315
l2_norm,l2_dist,1.4043127298355103,Valid,10,0.0,comic-wildflower-1315
linf_norm,l1_dist,0.21081344783306122,Valid,10,0.0,comic-wildflower-1315
linf_norm,l2_dist,0.316305547952652,Valid,10,0.0,comic-wildflower-1315
l1_norm,l1_dist,1.295132040977478,Train,10,-5.5,celestial-plasma-1316
l1_norm,l2_dist,3.3756284713745117,Train,10,-5.5,celestial-plasma-1316
l2_norm,l1_dist,0.7821806073188782,Train,10,-5.5,celestial-plasma-1316
l2_norm,l2_dist,1.2755732536315918,Train,10,-5.5,celestial-plasma-1316
linf_norm,l1_dist,0.4138779044151306,Train,10,-5.5,celestial-plasma-1316
linf_norm,l2_dist,0.5877888202667236,Train,10,-5.5,celestial-plasma-1316
l1_norm,l1_dist,1.481543779373169,Valid,10,-5.5,celestial-plasma-1316
l1_norm,l2_dist,2.197997570037842,Valid,10,-5.5,celestial-plasma-1316
l2_norm,l1_dist,0.9710397720336914,Valid,10,-5.5,celestial-plasma-1316
l2_norm,l2_dist,1.4425195455551147,Valid,10,-5.5,celestial-plasma-1316
linf_norm,l1_dist,0.19522665441036224,Valid,10,-5.5,celestial-plasma-1316
